2025-11-16 21:56:46,Hyderabad,20.23,19.59,49,4.12,haze,Mild (11-24°C)
2025-11-16 21:57:56,FLORIDA,24.51,24.74,66,5.14,broken clouds,Hot (≥25°C)
2025-11-16 22:03:26,HYDERABAD,20.23,19.59,49,4.12,haze,Mild (11-24°C)
2025-11-16 22:03:43,FLORIDA,24.51,24.74,66,5.14,broken clouds,Hot (≥25°C)
2025-11-16 22:03:56,GERMANY,6.97,4.84,93,3.05,overcast clouds,Cold (≤10°C) | Warnings: Humid conditions!
